sender,no_reacts,text,label
$USER1279,1,Acum toata lumea da vina pe razboi....dar cand dracu a fost bine in tara asta .. .?,PROFANITY
$USER0217,1,te ia cu japca de acasa ca sa le aperi kururile lor!))),PROFANITY
$USER4337,0,Pe maciuca trebuie sa tragi un sut in kiur sosoaca sa intri tu in locu lui,PROFANITY
$USER0084,0,"LE VO ÎNFIGE ARAFAT IN GÂT ȘI IN KUR, AȘA AU VRUT, AȘA AU",PROFANITY
$USER2126,0,"baaaaaaaaa...stai dreq cuminte...acum ti-ai gasit tu sa imparti europa.....a fost tot mana rusilor ba cand s-a luat ce s-a luat de la noi....nu mai pupa rusii in ""windows""...!",PROFANITY
$USER0116,0,Să vedeți războiul dracu după ce pleacă asta di România,PROFANITY
$USER0673,0,Unde dracu ai citit astea,PROFANITY
$USER2266,0,M-a taci dracu ca toți sunt intelesi,PROFANITY
$USER1564,0,Irina Tudor Dac tu nu poti avea copii... la o alta femeie i se inseminteaza sperma sotului tau iar la nastere va veti primi copilul,PROFANITY
$USER0992,0,Urmam pe dracu noi. Manipulare.,PROFANITY
$USER1158,0,"Cine dracu credeti BĂ ca vine sa fie carne de tun,nebunilor",PROFANITY
$USER3610,0,"Du-te ba dreaku la Moskova, ai vazut ce de libertate au aia?",PROFANITY
$USER0671,0,Rușine Neamțu cine dracu mai e și asta ??,PROFANITY
$USER1531,0,Politica e mai rea mai periculoasa decit curvele,PROFANITY
$USER2686,1,Despre ce cacat vorbim ?,PROFANITY
$USER1257,0,"Hai ca usor ,usor ne ea draci . Osa ne saturam de amarecani ,astai blestem de la putin",PROFANITY
$USER0296,0,kmala țării libere a curului,PROFANITY
$USER1204,0,La cursuri online elevii faceau laba,PROFANITY
$USER2274,0,La Kogălniceanu o sa i ia dracu pe români ca vine rusul,PROFANITY
$USER0652,3,are dreptate ce spune domnul avocat mai taci dracului neamțule din gura că vorbești numai idioțenii,PROFANITY
$USER2837,0,Ufff doamne cum dracu sa ne oblige sa facem ceva ce nu vrem,PROFANITY
$USER2121,0,"Daca guvernantii dorm cum dracu sa-i intereseze de Bucovina,Insula Serpilor,Moldova.",PROFANITY
$USER1386,0,"Lasati-i dracu de americani , ca astia ne baga in razboi !",PROFANITY
$USER2299,0,"De ce morti lor numai vorbesc de covid si spitalizari ,au primit bani sa sperie Romania cu razboiu si Putin",PROFANITY
$USER2129,0,"Da de ce nu tacu tu dracu din gură,cäci dacă vin ruşii pezte noi,tu eşti deja cine ştie in ce tară fugi,căci ai deja asigurat plecarea.TACIIII ŞI NU MAI ÎNTĂRÂTA!",PROFANITY
$USER3205,0,Pula mea o sa mearga la razboi,PROFANITY
$USER1475,0,Pregătește curu,PROFANITY
$USER2214,1,Statul sa stea pe cwrul lui!,PROFANITY
$USER2785,0,DL LUIS CU DRACU VINE A FACUT SEX OMICRON CU DELTA SI A IESIT DELTA CRON,PROFANITY
$USER3214,0,"Pentru ce dracul să îi ea le trebuie să ne bage pe noi în război, noi fim neutrii",PROFANITY
$USER1185,0,Mai terminati dracu cu știrile voastre de tot ķk,PROFANITY
$USER0276,2,Ce vreți sa ne băgați in război să-ți dracu cuminți !,PROFANITY
$USER0564,0,IOHANEZZZ SA SE CARE DRACULUI LA CAPATUL PAMINTULUI,PROFANITY
$USER0223,5,Păi dacă la televizor arată video din jocuri Cine dracu mai crede O să ne obișnuim cu războiul cum ne-am obișnuit cu virusul,PROFANITY
$USER0852,4,"Ne-a luat dracu daca implementeaza starea de criza, ne conduce armata si nu vor mai fi nici alegeri",PROFANITY
$USER1326,0,Satana vrea sa ne omoare pe toti,PROFANITY
$USER0829,0,Va mânca ăn cur vine razboiul pe voi,PROFANITY
$USER0223,1,Am in cur un virus mă controlați?,PROFANITY
$USER4304,0,Ciucă cand vorbește zici că il strânge cineva de coaie!,PROFANITY
$USER2041,0,Dacă te aude Andreea Esca vezi tu pe dracu,PROFANITY
$USER1772,0,Stai drq cuminte. Ca suntem vanduti cu tot cu fulgi.,PROFANITY
$USER4312,0,Îl apară botnita de bășini,PROFANITY
$USER2720,0,"Păi cine draci vrea să meargă voluntar în armată, mai ales când e vorba de Război",PROFANITY
$USER3480,0,Taci in pwla mea de trădător.,PROFANITY
$USER1211,1,"De ce plua mea mai platim NATO , daca trebuie sa mergem noi la razboi , opriti sa mai platiti NATO, ii platiti deegeaba.",PROFANITY
$USER3205,0,Vine pula mea la razboi,PROFANITY
$USER1995,0,Taci-ti dracul de putinisti .,PROFANITY
$USER0571,0,"E un film pe Netflix creat inainte,e cum de dracu stiau asta",PROFANITY
$USER2322,1,Recomand tinerilor între 20 și 35 sa întoarcă curu guvernului criminal și sa nu participe la nimic legat de stat parazitat de evrei.,PROFANITY
$USER0724,0,Bah voi nu vedeti ce hal de patriot ! Hai la barfa dao draq de politica!,PROFANITY
$USER3683,0,Jandarmeria voi ce mama dracu sinteti mai nebunilor plecati in Ucraima,PROFANITY
$USER3561,0,Intoarceti masina cu curu n sus,PROFANITY
$USER2119,0,Ce dracu căutăm noi sa le dam arme,PROFANITY
$USER0297,0,ce dracu faci tu la munca duduie? stai pe facebook? pune mana la treaba,PROFANITY
$USER0638,0,"Articolul 5 din tratatul Nato spune ca : ,, in caz de o singura tara nu e de acord sa te apere , nu te apara nici naiba ,,",PROFANITY
$USER0820,0,Mam pisat pe mine ahaha,PROFANITY
$USER1448,0,"TERHES, NATO SE DIZOLVA,UE SE DIZOLVA CE DRACU AI SA FACI?!!!VINE PUTIN DUPA TINE",PROFANITY
$USER1075,0,DACĂ NU VREȚI VĂRSARE DE SÎNGE CA ÎN RĂZBOI. SAU CA LA 89. ATUNCI NU BĂGAȚI DICTATURA MILITARĂ. SA MURIT PENTRU LIBERTATE. VOI CE DRACU VREȚI.,PROFANITY
$USER0906,2,Urata natie nui suport... .sa plece dracu de la noi,PROFANITY
$USER3022,2,Merge dracu la război,PROFANITY
$USER3842,0,"Ce cacat protestati,",PROFANITY
$USER1046,0,Ce dracu să facă cu ea?,PROFANITY
$USER3048,0,"Asta crezi dumneata că dracul nu este atât de negru. Nu subestima puterea satanei că te poate distruge repede, știu ce spun.",PROFANITY
$USER0006,0,Să moară mamaie câți intelectuali!,PROFANITY
$USER0890,2,Cine dracu is alcolistii astia ?:))),PROFANITY
$USER3229,1,Sa accepte la dracu ce le cere Putin ca să fie pace,PROFANITY
$USER0196,0,Cacati va pe sapca lor,PROFANITY
$USER2653,2,Ciutacule...hai ce dracu ca adormim...vb.dracu cai verzi pe pereti,PROFANITY
$USER1326,0,Satana vrea să pornească al treilea război mondial,PROFANITY
$USER0605,0,Ba respect cacat,PROFANITY
$USER1491,0,nu vă prezentați la incorporare sau luați cu voi căcat în buzunare,PROFANITY
$USER0528,2,Bai Fratiorilor Cine dracu e arafat??,PROFANITY
$USER0400,0,Vasile Azoiti Taci dracu din gura.Ca habar nu ai sa faci un comentariu.,PROFANITY
$USER0202,0,Ai acordat pe naiba Gică contra,PROFANITY
$USER1291,0,CHIAR NU VEDETI CA AMERICANII INGENUNCHEAZA EUROPA ECONOMIC ? CHIAR NU VEDETI CA VOR RAZBOI IN EST ?...CE DRACU ....NU AVETI CRETER SA JUDECATI ?,PROFANITY
$USER0043,0,"Daaa,butoiul ala plin cu cakat",PROFANITY
$USER0193,0,"toata planeta se duce dracu, o sa vedeti............sunt chestii scrise in scripturi care oricum se implinesc, important este sa nu ne pierdem ratiunea si sufletul",PROFANITY
$USER4198,0,Ior adus in rominia să le dea de lucru și poporul român doarme ca lăbuș pe labe așteaptă mai departe să rîdă cu satana si satana cu oamenii,PROFANITY
$USER3175,0,baza jandarmilor ati luat-o razna ce dracu mai purtați măști?su voii sunteți tot ROMÂNI ȘI FIȚI UNIȚI cu poporul român,PROFANITY
$USER1638,0,Eh asa mai da bravo femei cu coaie,PROFANITY
$USER3055,0,"Asta am spus și eu, ""nu e dracu atât de negru"", și chiar m-am întâlnit cu el",PROFANITY
$USER2973,3,Sunteti 6 mii aici hai dracu sa facem treaba sa scoatem lumea in strada in fiecare oras,PROFANITY
$USER2249,0,"O arzi cu turcii, pai zelenski c'è masa-n cur a facut? Nu tot asta",PROFANITY
$USER2204,0,Încetează dŕacului cu aberațiile ăstea de oligofren și potolește-te!Pandemie a trecut!,PROFANITY
$USER0714,0,Stai pe pula ta,PROFANITY
$USER2700,1,"Am crescut doi băieți cu atâtea sacrificii ,am spălat la babe la cur sa pot sa i țin în școală ,in facultate și acum sa i omoare ei",PROFANITY
$USER1688,0,"Veronica Jitariuc ,șterg refugiații la cur ,cei de la AUR!!!!",PROFANITY
$USER2222,0,Nu te lasă capul tău bolnav … aia nu vor sa fie luați de romania … unde dracu trăiți maiiiii oameni nebuni ?!,PROFANITY
$USER0283,0,Ce cacat ne a dat occidentul.la uie...,PROFANITY
$USER4079,0,"Klaus nu stie ca dracul la care se inchina nu il apara la infinit, doar se foloseste de el si il arunca dupa",PROFANITY
$USER1094,0,A pronunțat dizidenți și a sunt pula,PROFANITY
$USER3224,0,Terminat i cu amenințările neati îmbolnăvit psihic ce dracu tot vă bilbiiti atît,PROFANITY
$USER2384,1,Care morții tăi blokezi oamenii care spun adevăru..,PROFANITY
$USER0583,0,Vorbiți de cacat . Voi vati găsit . Ați băut ceva . Lasă ma ești american . Dacă nu era rusis acum numai existai,PROFANITY
$USER0357,1,"Țineți pe dracu în control, vă ținem noi pe voi ca pe niște trântori!",PROFANITY
$USER3317,0,Uni la cozi le benzinarii alti pe la proteste ! Ba altceva mai stiti ???????? Duceti va ma acasa ba ca inghetati drc de frig lasati pe nebunu ala de george sa faca mitinguri de unu singur,PROFANITY
$USER2126,1,"si daca spui ca rusii ne-au luat teritoriile de ce dreaq vb aiurea? ai rabdare ca suntem pozitionati bine ,si se v-or schimba multe ....chiar si atitudinea europei fata de ungaria .....",PROFANITY
$USER1675,0,"Satana ia votat dar eu nu ,feliicitari d-na Diana Iovanovici-Șoșoacă, La multi ani ,respect!",PROFANITY
$USER0806,3,Ați terminat cu covidu chiar nu anteleg acum nu mai terminați cu războiul băgați draci an populație atâta vorbărie și nimic concret,PROFANITY
$USER0232,5,Ce baliverne bagă prezentatoarea asta că vizita asta este esențială ? E de kkt ca ne baga in pericol,PROFANITY
$USER3644,0,"Taci dracului din gură trădătorilor de țară , in pușcărie vas baga",PROFANITY
