sender,no_reacts,text,label
$USER1414,0,"Bai baieti, cum sa ne luam noi teritoriile cand americanii ne domina???? Ganditi si voi???",OTHER
$USER0243,2,"Sa nuprocedeze ca in ani 44""",OTHER
$USER0632,0,"Corect ,domnule Dan Chitic ,",OTHER
$USER1328,0,Bună seara. O seară frumoasă va dorim,OTHER
$USER0764,0,Că ideie e a venit în control nu cum zici ea la atâta ai că ea ne apărăm cu centimetru sa fim realiști,OTHER
$USER0930,0,Bravo super Life ..bravo Luis ..bravo Simion seara faina fraților patrioti,OTHER
$USER0288,2,Massoni au invadat Romania …..,OTHER
$USER0020,0,"Este dezastroasa pentru ca am avut tradatori la carma,care ne au vandut in primul rand tara iar noi am fost passivi.",OTHER
$USER1269,1,Mai bine la pușcărie decit sa apărăm niste tradatori,OTHER
$USER1264,0,Dami o armă să trag în Iohannis,OTHER
$USER0069,0,Bravo Diana ! Dumnezeu sa iti ajute,OTHER
$USER1578,0,Doamne a esit covitu avenit războiu,OTHER
$USER0115,2,"NATO EU sunt organizatiile globalistilor, organizatii mafiote.",OTHER
$USER1648,1,Asta este adevarul,OTHER
$USER1678,0,proaspeți sau murați?,OTHER
$USER1687,0,Bravo domnule Lasca.adevarat patriot,OTHER
$USER0561,0,Numai bine cu pace in suflet sanatate doamne ajută la toata suflarea,OTHER
$USER0086,0,Ce sa aparam datine motive sa aparam Romania dupa ce ne-ati izgonit la munca in afară,OTHER
$USER0128,2,Kövesi este infractoarea care-i spala pe coruptii din Sistemul mafiot.,OTHER
$USER1785,0,"Pace ,pace pace ,pace ,",OTHER
$USER1176,5,Toți din parlament si guvern si dulapul de la cotroceni la PUSCARIEEEE,OTHER
$USER1186,0,JOS DICCTORII ROMANIEI!,OTHER
$USER0006,0,"Citiți cărțile istoriei, nu mai ascultați toți părăsiții!!!",OTHER
$USER0827,1,Bai zici că e la noi deja lupta pornită așa vorbiți,OTHER
$USER0425,0,Neutralitate!!!!,OTHER
$USER0299,0,Romania este sclava Americii,OTHER
$USER0311,0,DA nu mai vorbiti urat,OTHER
$USER1664,0,Huuuuu Alina Gheorghiu,OTHER
$USER1229,0,Elena Dobre sunt convinsă,OTHER
$USER0334,0,Noi comentăm la rece pe Facebook dar.se pare că vom avea surprize din partea Americi.plăcute s-au de avertizare către românia!,OTHER
$USER1429,0,TERHES DUTE CUCA TATI,OTHER
$USER0233,5,Astăzi este ziua în care începe sfârșitul României,OTHER
$USER0998,4,Uitați-vă Romani ce este în Canada stați în case și vom ajunge la fel ca ei,OTHER
$USER0246,0,Uitate pe posturile vecine,OTHER
$USER0246,0,Mai au pină ajung,OTHER
$USER1714,0,VREM PACE! JOS IOHANIS! JOS CIUCA!,OTHER
$USER0836,1,Americanii sunt vinovati,OTHER
$USER0529,0,Lăsăm asta înseamnă să cedeze suveranitatea,OTHER
$USER0971,3,Cei care au muncit pentru adevăr 2 ani sunt Patrioți indiferent cine ori cum se numesc și se numește alianță -uniți împreună,OTHER
$USER0862,0,Sa faca curatenie si la noi pt ce a ce lupta defapt,OTHER
$USER1460,0,sper sa ii traduca cineva lui plutin profetiile astea poate isi schimba directia,OTHER
$USER0926,0,Mergeti in rusia ca e mai bine pt voi,OTHER
$USER0079,0,Laura Simona Balc Zegrean astia chiar cred ca prostesc prostii!,OTHER
$USER0412,0,Bogdan Chiriac lasăne mă și du-te rușine să vă fie,OTHER
$USER0235,2,"Oamenii bunii ieșiți în stradă va rog ,este vorba de viata copiilor ,soților, nepoților si tuturor românilor",OTHER
$USER0508,0,Ce vreme de RĂZBOI. E LA NOI RAZBOI ??,OTHER
$USER1566,0,Te salut Luis din Liverpool UK.,OTHER
$USER0856,0,De ce BBC & SKY News nu aminteste nimic de Romania ca ar ajuta in vreun fel Refugiati .,OTHER
$USER1561,0,"Domnul Lazarus, trebuie sa schimbam guvernul, justiția etc. Doar asa putem sa ieșim din criza economica, financiara, sanitara. Trebuie sa ieșim în strada sa blocam tot.",OTHER
$USER1585,2,Trebuie sa ieșim toată România afara ca să arătăm ca nu vrem război...vrem pace,OTHER
$USER0110,0,Problema este de ce vrea America să ne bage în război fiind conștientă că va fi cel de-al treilea război mondial.,OTHER
$USER0722,0,Nu stiti nimic cunosti sistemul unei arme,OTHER
$USER0165,2,"Parinte aveti multe de invatat de la Aurelian, la cat mai multe live uri!",OTHER
$USER1494,0,Politicienii nu țara !,OTHER
$USER0084,0,"MIHAI NEAMȚU, CE A FĂCUT KAMALA KABALA IN ROMÂNIA???",OTHER
$USER1844,0,Pace. Libertate Neutralitate. Naționalizare. !!!Pentru. Români.. Pentru toți oamenii. !!!,OTHER
$USER0219,0,Buna ziua romania tv,OTHER
$USER1592,0,Emilian Dragulin dute pana acum trebuia sa iesi in str,OTHER
$USER0104,0,Stim Aureliane. De-aia nu credem nici pe unii nici pe ceilalti,OTHER
$USER0371,0,"Daca afirma doar unul aceasta idee ,era dus la nebuni.6000 de comentarii ? Or fi toti dilii?AJUTOR NU MAI STU CUM SA PROCEDEZ CEZAR IONESCU !",OTHER
$USER1167,0,Bagă panică maximă să ne convingă să credem toată minciunile lor,OTHER
$USER1522,0,"Domnul Cristian TERHEȘ, este că, o vacă bună de LAPTE, care , după ce a umplut găleata, dă cu copita și varsă tot laptele !",OTHER
$USER0619,0,Respect DAOMNULE CITIC,OTHER
$USER0374,0,Hotule demisiea,OTHER
$USER1876,0,La multi ani mamelor la multi ani duturor femeilor Respect va sustin din pacate nu pot fizic dar dau distribuiri an masa Doamne ajuta,OTHER
$USER1852,0,Vaccinati cu ce????,OTHER
$USER0142,0,Felicitări Cezar toată admirația,OTHER
$USER0771,0,Bună ziua respect,OTHER
$USER1700,0,Jos AUR TRĂDĂTORI,OTHER
$USER0547,0,"Brava, jos botnita",OTHER
$USER0563,0,De ce AUR Și PNL a atacat în tribunal partidul PDU ???? PUTEAU SA FACĂ COALIȚIE sau nu va place ce face Diaspora Europeană ???,OTHER
$USER0895,1,Noroc cu puțin ca a crescut pretul la benzina si ca.nu ati ajuns la a 7 doza de vaccin.deci.???PUTIN A SALVAT LUMEA DE LA.A 7 DOZA DE VACCIN,OTHER
$USER0027,0,ASCULTINDU-L PE POPA ASTA PUTEM SA INȚELEGEM CA UE SI NATO VOR SA IMPINGA RO INTR-UN RAZBOI,OTHER
$USER0240,0,Se duc să vadă un film despre Vietnam sau Afganistan.....nu????,OTHER
$USER1397,2,"nu mai este ok acest om, ceva a patit,sa aliniat cu ceilalti....",OTHER
$USER0381,0,Sunt în războiul noi sau ucrainieni,OTHER
$USER0489,0,"Romania trebuie sa profite acum cat mai urgent de intarire a unei armate proprii, cat mai puternica si greu de invins",OTHER
$USER0313,0,ROMANIA COTROPITA DE HOTI.. IOHANIS VINDE TOT...,OTHER
$USER1535,0,"Dacă rămânem in Pace putem avea orice vecini ... Noi am fost un popor care a trăit linistit , care a stiut să pastreze relații de PRIETENIE cu toți vecinii ...",OTHER
$USER0077,0,Terhes VANZATORRRRRRRRRRRR!!!!!!!!,OTHER
$USER1129,0,Pe George Simion,OTHER
$USER0791,0,Ghinea Marian suntem datori cu moarte,OTHER
$USER1128,0,Doamna Susțin Diana Iovanovici Șoșoacă!,OTHER
$USER0346,0,Ce ordine a venit sa i dea neamțului????,OTHER
$USER1074,0,Succes AUR! Felicitari voua!,OTHER
$USER1758,0,La Mulți Ani Doamna Senator,OTHER
$USER0684,0,"...acceptul botnitei este unul din ""rezultatele"" ""deculturalizarii"" impuse de decenii si impunerea ""digitalizării"" !",OTHER
$USER1588,0,Transilvania independentă urmează,OTHER
$USER0668,0,Bai Neamțu tu ești basist,OTHER
$USER0426,0,Dar populația Romana mai doarme nu vede ce se întâmplă dormiți somnul cel de veci,OTHER
$USER0086,0,Acuma intelegem de ce UK a ales alt drum !!!,OTHER
$USER0126,0,DE CE ROMANIA TREBUIE SA LUPTE IN RAZBOI PENTRU INTERESELE AMERICI?!?!?!,OTHER
$USER0721,0,Buna seara din HAMBURG GERMANIA tuturor celor prezenți în live!,OTHER
$USER1854,0,Doamne ajuta amin,OTHER
$USER1753,1,Am și eu un Băiat și ce vor criminali sa mi-l ea,OTHER
$USER0859,1,Respectele mele stimata doamna și bună seara stimați urmăritorii aiacestei știre vă salut domnilor invitaților,OTHER
$USER1172,2,Ba asta ii drogata?ca ce greu vorbeste romaneste,OTHER
$USER1416,0,"Grasutu asta imi era simpatic, acuma vorbeste din bratele americanilor si sustine minciunile lor!",OTHER
$USER0862,0,Cat pot manipula cei care semneaza prezenta in fiecare seara si se pricep la toate,OTHER
$USER0592,1,"ADEVARAT, ADEVARAT, ADEVARAT, SA MEARGA TOTI HOTIIIII TRADATORI SI MAFIOTI DIN PARLAMENTUL ROMANIEI IN FRUNTE CU CEI CARE AU RUINAT ROMANIA 32 DE ANI .JOS GUVERNUL TRADATOR HUOOOOO",OTHER
$USER0801,0,Vrem neutralitate!,OTHER
$USER0669,0,Bun la istorie și atât! Istorici aceștia trăiesc în trecut.,OTHER
$USER0994,0,nu vreti sa aveti informatii hipersonica e doar inceputul ..,OTHER
$USER1446,0,"Gata, nu va mai suport! Hai, pa!",OTHER
$USER0168,0,Bine a ti venit dle Giorgianni!,OTHER
$USER1448,0,"TERHES!!!NU VREI SA VORBESTI DE AZOV,OK,VORBESTE DESPRE NATO ,CINE SAU CE ESTE DE FAPT NATO?",OTHER
$USER0671,0,Pai el trăiește bine mna măcar nu se da lovit,OTHER
$USER0909,0,Claudia Maria Guzga Aveți mare dreptate!!!,OTHER
$USER0651,2,In Kazacstan a fost o lovitura de stat orchestrata vest!,OTHER
$USER1031,0,Dute pe ulite si toti o sa te inteleaga,OTHER
$USER0492,0,Ce fericit e turistul,OTHER
$USER1026,0,Nu s-au strans semnaturile pentru demiterea lui Joha????,OTHER
$USER1795,0,"Cu sacrificii enorme am crescut copiii in aceasta perioada de dupa revolutie,stiti bine .",OTHER
$USER0745,0,"Dl-ului Neamțu, îi stau în gât puii și carnea de porc din magazine, merge la vânătoare, să facă crime!",OTHER
$USER1216,2,Asa este ...aici în Italia este stare de urgență până la sf anului,OTHER
$USER0828,1,Aşa este foarte adevarat aveti mare dreptate. Dumnezeu este mare şi sfânt pentru noi.,OTHER
$USER0909,0,Hărți Ne-o Doarme Mosuuu sub umbrar Sforăie că un bondar!!!!,OTHER
$USER0084,0,"BĂGAȚI REFUGIAȚI IN CASE, IEȘIȚI VOI, RĂMÂN EI",OTHER
$USER0631,0,Respect Dan Chitic!,OTHER
$USER0577,0,De ce nu trimite Harabagiu angajații pe front ?,OTHER
$USER1608,0,JOS USRPLUS NEOMARXISTI 3,OTHER
$USER1007,0,Ce ascunde recensământul ce se va face acum?? Ce se mai pune la cale?,OTHER
$USER0417,0,Sub c motiv a venit,OTHER
$USER0909,0,I au picat gradele!!! Ha ha!;! Cu steagul lui de 3 metrii!!,OTHER
$USER0161,0,"NI SE RIDICA TENSIUNEA DE UCRANIA,",OTHER
$USER1733,0,Vorbele lui Arsenie Boca se varsă mult sânge,OTHER
$USER0757,0,Maria Maris go 4 it,OTHER
$USER1800,0,România TV spune ca avioane ucrainene au aterizat in România,OTHER
$USER0472,0,"Andrei Morosan Normal, explorează noi resurse prin politici militare . Gazele din Marea neagra, Gazele de șist ( a eșuat ) dar și alte resurse.",OTHER
$USER1130,0,Eu votez Diana!,OTHER
$USER1792,1,"Au apărut trolii de serviciu,schimbul 2!!!",OTHER
$USER0097,0,"Ne baga astia in razboi, talharii",OTHER
$USER0972,0,Cine e Tump ?! un ștrumf ? Nu...e o marionetă.,OTHER
$USER0138,0,"Copiii nu se ating, cei care o fac sunt criminalii adevărați...ce părere aveți domnule Terheş?",OTHER
$USER0252,3,Tot ce se spune e minciuna ...Amerika ne va conduce !!!totul este o inscenare ...,OTHER
$USER0027,3,DOMNULE TERHEȘ TU ITI DAI SEAMA CE VORBEȘTI ?! PROPUI SA NE IMPLICAM IN VREUN FEL IN ACEST RĂZBOI PROVOCIND AL TREILE RĂZBOI MONDIAL ?!,OTHER
$USER1697,1,Mult respect dna Diana!,OTHER
$USER0987,1,De ce nu cine a spus că nu are dreptul este la fel un cetățean român care suferă ca toți ceilalți,OTHER
$USER1250,0,Dragi Romani trebuie sa dam jos acesti mafioti din Guvern si Parlament care vor sa ne distruga Tara si pe noi si Copii nostri,OTHER
$USER1444,0,"99% din cr vedem , din ce ni se permite sa stim sau din oamenii care ne sint ""livrati"" reprezinta manipulare .",OTHER
$USER0797,3,"Voi să mergeți la război, că voi faceți promisiuni, nu copii noștri! Ucraina si Rusia nu sunt în NATO, ce căutați acolo?",OTHER
$USER0578,0,Felicitări Domnul Luis Lazarus și invitatului Dumneavoastră,OTHER
$USER1090,0,Bravo Simion ardei pe hoti,OTHER
$USER1046,0,Era in generală,OTHER
$USER1130,0,Sper sa il invitati si pe Domnul Primo Laurentiu! Chiar aveam ce asculta atunci,OTHER
$USER1343,2,"Iar se dezbat subiecte,că și în pandemie dar nu se face nimic și nici ăștia nu vor plăti în schimb noi o luam de la capăt acuș cu covid și iar vom sta cu capu plecat și nu vom zice nimic",OTHER
$USER0738,0,"Luis, renunță la ,,vroiam"" și încearcă variantele voiam sau vream - e mult mai ok, înțelegi ce vreau să zic!?",OTHER
$USER1698,0,Paceeeee pe pamint.,OTHER
$USER1568,0,Salutare oameni buni..,OTHER
$USER1358,0,FELICITĂRI ptr emisiune cu stimă și respect deosebit !! Doamne ajută tuturor !,OTHER
$USER0135,3,Corect Dl . Aurelian ! Copii ruși morți in 2014 ..,OTHER
$USER0176,0,"Lasā imperiul otoman,atunci nu a fost Biden hirosima dombas cimitir de copii,pandemie(fals)etc............atātea prosti ce ne vorbeste acest preot doctir prof.istorie.....vai de noi",OTHER
$USER0120,0,FELICITĂRI DAN CHITIC !!!,OTHER
$USER1335,0,CONTRACTELE SINT SECRETIZATE .,OTHER
$USER0383,0,SA NU O AJUTE DUMNEZEU !!!,OTHER
$USER0086,0,Am colegi Ucrainieni care pot confirma asta,OTHER
$USER0210,0,Ce facem cu soldați noștri morții și două aeronave pierdute .Ce știm despre cei 8 militari morții că sunt ai noștri nu a altora,OTHER
$USER1120,0,Aveți impresia că în România vor mai fi alegeri libere?,OTHER
$USER0084,2,Ne crede prosti,OTHER
$USER0611,0,In Spania se aude acceptabil dom ul avocat,OTHER
$USER0754,0,Doamne ai mila de noi......Amin.,OTHER
$USER0617,0,Domnu Dan va ascuñtam cu drag,OTHER
$USER0351,0,"Guvernul si iohanis trebuie sa plece azi,vom deveni carne de tun",OTHER
$USER0226,0,Ion Tihu ce ma ce ma țin cu putin,OTHER
$USER0130,0,"Felicitari, Aurelian!",OTHER
$USER0408,0,America este cu noi... dar nu este vecina cu noi!,OTHER
$USER0640,3,Da Citic ai dreptate Americani vrea război și vrea să între RO.in razboi.,OTHER
$USER0307,0,Ce vedem noi acuma este un lunetist pregatit sa doboare o Kamila,OTHER
$USER0081,2,Doar Ana-Maria Gavrilă de la AUR este prezentă!,OTHER
$USER0120,0,RESPECT Dan Chitic !!!,OTHER
$USER1490,0,"Americani si-au bagat nasul peste tot,si numai au distrus!",OTHER
$USER0246,1,Alin Marian Alexandrut îl dă prin gura Humorului el vrea să mai ia tu nu vezi Putin e Hitler 2,OTHER
$USER1046,0,Ia spune tu cum Nu ne interesează ce zici Terhes,OTHER
$USER0171,0,"Bravo Aurelian, adevărul gol goluț despre Zelensky!",OTHER
$USER1669,3,Meriți Presedinte Diana,OTHER
$USER1046,0,N-ai zis sa nu qmi tim istoria,OTHER
$USER0426,0,Iauitel pe Iohannis giocelu,OTHER
$USER1834,0,CORECT SI ADEVARAT sa. DOAMNE AJUTA SA FIE BINE IN TARA ACEASTA SI SA AVEM PACE SI LINISTE. SA PLECE CIT MAI REPEDE SI MAI URGENT POSIBIL TOTI DE LA SISTEM.,OTHER
$USER1229,2,Dacă dați legea asta trebuie sa va dați demisia … Parlamentul devine inutil !!!,OTHER
$USER0253,0,Poporul nu beneficiază din cauza politicienilor și hoților din senat……așa a fost întotdeauna,OTHER
$USER0007,2,MULTUMIM PENTRU FRUMOASA EMISIUNE .....DE INALTA TINUTA INTELECTUALA...NEUTRALITATE SI PACE !,OTHER
$USER0360,0,DOAMNE AJUTA AMIN,OTHER
$USER0297,0,"Sandu ioana fugi la munca duduie , numai comenta prostii pe aici",OTHER
$USER1311,1,An război sa meargă hoți din parlament iei au furat tara și ei s-o apere,OTHER
$USER1388,0,Exact . ii punem pe politici in prima linie .,OTHER
$USER1393,0,Super noi murim de foame,OTHER
$USER0319,0,Nici la ziua națională nu au făcut atâtea pregătiri...,OTHER
$USER0591,0,Revine Covidul a zis Iosefina Pascal,OTHER
$USER1016,0,Lazarius președinte sau George Simion presedinte,OTHER
$USER0399,2,Ei uite acolo trebuia o racheta,OTHER
$USER0707,0,"Sua e cel mai mare exportator de ideologie neo-marxista la ora actuala, iar UE este indoctrinata deja…dar hai sa “ne bagam in seama” cu Rusia, ca sa vorbim discutii",OTHER
$USER0681,0,Jos oligarhii lumii!,OTHER
$USER1334,0,Ca și din război...bani,OTHER
$USER0142,0,Numai are grai d nul Terhes,OTHER
$USER1222,1,Respect domnule Piperea!,OTHER
$USER1060,0,Te apreciem mult George ajutane....,OTHER
$USER1821,0,Va iubim Doamna Diana si ma rog lui bunu dumnezeu sa fie alaturi de dumneavoastra ca sunteti cu un suflet extra ordinary pentru tot poporu Romaniei Doamne ajuta sa fie pace nu vrem razboi,OTHER
$USER0084,0,DESCHIDETI MINELE ROMÂNEȘTI,OTHER
$USER1652,0,Daca SUA doreste razboi cu RUSIA sa-l porneasca prin Kamciatka. Pornesc din Alasca si bombardeaza in Kamciatka!,OTHER
$USER1398,0,"E un show, sa ne atraga ...",OTHER
$USER1819,1,Nuuuuuuuuu! Nu e războiul nostru !!!!,OTHER
$USER0487,0,Și dacă a venit doamna nu mai avem război??,OTHER
$USER0463,0,Crezi că are inimă?,OTHER
$USER1393,0,În timpul lui RSR cine a făcut armata a jurat RSR ului pentru apărarea tarii dar pt apărare numa dar nu pt atacarea .,OTHER
$USER1213,1,Politicieni criminali si mafioti!!!!!,OTHER
$USER0084,0,MIHĂIȚĂ ÎȘI IA ORDINELE DE LA ȘEFII DE LA LUME,OTHER
$USER1253,2,Da Ucranieini sunt buni cau interzis in scolii limba Romana,OTHER
$USER0714,0,Tu ce sa faci pentru mine,OTHER
$USER0470,0,Dacă pui mesajele astea la un calculator quantic se strică inainte sa ajunga la un rezultat,OTHER
$USER0454,1,"manipulare pe fata, lasati minciunile, mai terminati cu manipularile acestea.",OTHER
$USER1922,2,"Nu ne trebuie război,? Ucraina nu ne privește, e conflictul lor! Nu avem obligații, aia nu sunt nici parte NATO nici parte UE! Daca eram noi in locul lor ucrainenii urinau pe noi!",OTHER
$USER0646,0,neamtule iesi afară ca spui numai minciuni,OTHER
$USER1200,0,Nu uitati ca Parlamentul are obiceiul sa voteze legea Noaptea ca hotii au facuto si altadata.,OTHER
$USER1045,0,Cum este cu recensamintul...ce se urmareste?,OTHER
$USER1901,0,vrem fapte doar vorbe goale,OTHER
$USER1022,0,"Banii Românilor sunt in buzunarul partidelor ,de aia cresc prețurile la tot",OTHER
$USER0636,0,Felicitări domnule Neamțu!,OTHER
$USER0638,0,Aia au inceputo cu ciocanele si nici decum cu pustile mai Terhes,OTHER
$USER1127,0,La multi ani!...si mult respect. O zi binecuvintata de D-zeu va doresc sa aveti!,OTHER
$USER0114,0,Oh doamne hai să-l auzim,OTHER
$USER1856,0,Exact ce am zis....cu o floare nu se face primăvară....nu îi interesează pe romani....sunt toți mulțumiți.....,OTHER
$USER0142,2,BRAVO Luis pentru această frumoasă emisiune și felicitări pentru invitați în afară de Mihai Neamțu scuze dar nu mi-a plăcut cu toată inteligenta lui.,OTHER
$USER1674,0,"Elisa Anca ,așa a scris telefonul , greșit",OTHER
$USER0462,2,"Afara Masoni, au vize pentru a intra în România ?",OTHER
$USER1794,0,Sa va ajute Dumnezeu ca sa invingeti!!!! Pace! Pace!,OTHER
$USER1820,0,Neamestecul in treburile interne ale altor state!!!! ROMANIA -NEUTRĂ,OTHER
$USER1514,0,Normal că Napoleon a zis dar si el a sfârșit pe o insulă exilat,OTHER
$USER1211,0,"Prefer sa fac 15 ani de puscarie , decat sa merg la un razboi in care voi fi carne de tun .",OTHER
$USER1783,0,BUCUREEEEEESTIII IEEEEESI IN STRAAAAAAAA !!!!,OTHER
$USER1429,0,TERHES DUTE NANI TE TREZEȘTI BEI UN CEAI DE TEI ÎȚI REVII,OTHER
$USER0665,0,Domnul Dan Chitic are dreptate !,OTHER
$USER0040,0,Doamne ajuta să fie bine la toatà Lumia. Dumnezeu sà và binecuvinteze Doamnà Dieana.,OTHER
$USER0030,0,Bună dimineața!,OTHER
$USER1878,0,"Corect…..Libertate,Neutralitate……!!!!",OTHER
$USER1726,3,Criminali nu au copii,OTHER
$USER0228,0,GO DIGI TV sau Pro TV!,OTHER
$USER0120,0,",, În contextul actual Putin este criminal, toți președinții americani de pana acum sunt criminali "" Cozmin Gușă",OTHER
$USER1112,0,"Salutari dl Luis Lazarus. Frumos din partea d-stra , multumesc pentru dl George Simion , ca acceptati sa fie in direct cu noi ,,rominii,, ! Felicitari !",OTHER
$USER1839,0,"Clara Popescu dacă nu iti place pleacă, suntem destui și fara tine",OTHER
$USER0420,0,Mai nene nu mai bateti câmpii!!!,OTHER
$USER1507,0,Da nu știu dacă tu într-adevăr știi citi,OTHER
$USER0884,1,"Dați foc la guvern,Parlament ,instituțiile statului si benzinăriilor! Si gata!",OTHER
$USER0628,0,Vine Valul... 6,OTHER
$USER0250,0,Vine laptele și mierea,OTHER
$USER1367,0,Prosti de Tk induce a declara război ru.,OTHER
$USER1514,0,Lazarus cinste tie ca deocamdata reprezinti cetățenii simplli dar bănuiesc ca Romania e deja jucată la ruletă,OTHER
$USER1540,0,Pt mine si razboiul..Este o educatie a frici spre Marea Rezetare,OTHER
$USER1434,0,cu drepturile omului pe pandemie ai mers bine acum a inceput sa scheoapete,OTHER
$USER0497,0,Acum ar trebui Putin sa dea o bomba... Vandutilorrr,OTHER
$USER1650,1,Felicitări!Doamne ajută-ne.,OTHER
