sender,no_reacts,text,label
$USER0521,0,EXTRATEREȘTRI SUNT INVIZIBILI PRINTRE EVREI SATANEI VIZIBILI,ABUSE
$USER0789,4,"ZELENSKI un aghiotanti al globalistilor, sa se aleagă praful de el.",ABUSE
$USER0145,0,Hai Puți pregătește două bonbe cu airosol pe Cotroceni și scăpăm de Satanele astea Ocultei Cabalei,ABUSE
$USER1634,0,Jos trădători neamului..jos fascismul de Iohanis.,ABUSE
$USER0421,0,"Marș javra ,nu te tine nimeni aici",ABUSE
$USER0296,0,"credeam că e mai bună, gloaba curului",ABUSE
$USER1936,0,Iohannis este Satana cu chip uman.,ABUSE
$USER1342,0,Mars in pastele ma-tii,ABUSE
$USER3419,0,Visan este o jigodie platit de jegosi parlamentari,ABUSE
$USER0692,0,Dar c'è ne_a dat U E? Fututa de Ursula Ca' e dracu pe comoara,ABUSE
$USER0183,0,"DUTE MĂ DRACULUI TERHES, CINE TE PREGĂTIT AMERICANI,ȘI EUROPENI",ABUSE
$USER0852,1,"Dictatura militara ne pregatiti, ordinarilor",ABUSE
$USER0058,0,Impuscate singur,ABUSE
$USER3705,0,Lumea moare de necaz și pi--a(aur) se piaptănă,ABUSE
$USER0109,0,"Sa va fut in gura DE cenzuraci ,idioti, labagii",ABUSE
$USER0334,0,Păzea.au venit gunoaiele din parlament la aeroport,ABUSE
$USER3497,0,"Jos cu javrele, ieși bat joc de romani",ABUSE
$USER0404,0,"Fiți ai dracu de cretini ,,,,chiriac nu te,ai saturat de cat căcat ai mâncat ,,,,vânzător de țară și copii",ABUSE
$USER0690,0,Cetățeni români au fost fost obligați să plece ca să țină mizerabilii în țară,ABUSE
$USER0400,0,Dan Chitic omul poporului.Spalacitu apara globalisti.Hoooo rusine scîrbă nenorocita.,ABUSE
$USER2486,0,De mâine se scumpește prețul la curve sa vedem daca se face coadă un popor de tâmpiți cu scuzele de rigoare,ABUSE
$USER3536,0,"Mizerii, minciunile unul Pro Rusia. Cât de prosti sa fiți sa susțineți așa mizerii ? Asta este omul de influenta al rusilor in Romania.",ABUSE
$USER0627,0,"LUIS SCOATE-L PE JEGUL ASTA DE NEAMTU DIN EMISIUNE , NE PROVOACA GREAȚA !! MANCATEAR SIBERIA !",ABUSE
$USER0258,0,Mai degrabă i-o ia Iohannis la lins!,ABUSE
$USER0421,0,"Nenorociților, sa va ardă iadul",ABUSE
$USER3774,0,Asea gutui rasă in gura da muist,ABUSE
$USER2277,1,Mai dute dracului,ABUSE
$USER3869,0,Mâna pe topoare futui in gura,ABUSE
$USER1879,0,ma-ta la gunoi!,ABUSE
$USER2842,0,Ascundea te-ar dracu in fundul iadului.,ABUSE
$USER1455,0,Terches dute bre la biserica sa ti citeasca popa ca te ai spurcat,ABUSE
$USER2889,0,Sa ma fut pe neamu tau de curve si prosti,ABUSE
$USER3756,0,"Oamenii rusiei , tara arde si baba se piaptana, niste gunoaie",ABUSE
$USER2429,2,Dobitoaca esti tu ori esti platita de rahanis hitleristul.,ABUSE
$USER0356,0,Sa vedeti voi ce restrictii si schimbari vor fi dupa ce pleaca satana de Kabala.,ABUSE
$USER0295,4,A venit Satana să ne spurce pământul țării!,ABUSE
$USER1577,0,Prosti si curvili da bucuresteni nu iese in srrada curvelor,ABUSE
$USER0988,0,"De ce este interzis , putinistilor ???Mergeți în Rusis nu mai ranjiti la tv...slugi rusofile",ABUSE
$USER2270,0,Eu nu cred acest Război atîtea și atîtea manipulări grosolane atîția satanisti care vor răul popoarelor la Pușcărie nu mai se duc nenorociții ăștia,ABUSE
$USER2821,0,Și tu speli cururile lui ARAFAT IOHANIS și toți criminali din pandemie marș javră,ABUSE
$USER3976,0,Jos Iohanis si cu hoti criminali tradatori si slugele lui,ABUSE
$USER0428,0,AN naite sa pleaca din SUA sa futut bine sa nu are nervi curva,ABUSE
$USER2629,0,Da ciuguliți bârzoiu Iohannis și elita lui meargă la război!,ABUSE
$USER0428,2,Offf de ati adus curva AN Romania vine o jaleeee mare AN Romania,ABUSE
$USER0348,0,"Lili Ruse,ești o jigodie de jurnalist,o pupincuriști satanistă!",ABUSE
$USER0049,3,"Jeg Constantinescu,mare jeg!",ABUSE
$USER2112,0,Dute ba dracu .,ABUSE
$USER3431,0,"Nu mai cântați acest imn acest nu ne aparține suntem luați de proști să ma cac pe cel care a inventat acest imn Auzi desteaptăte"" noi suntem deșteptați de mult jegurile",ABUSE
$USER3469,0,"Jos cu mutu, schiorul lu Dracu de îl mânce cancerul de gunoi Ordinar! Bravo d-l George! Felicitări!",ABUSE
$USER3744,0,Daţi joe jigosu,ABUSE
$USER0309,2,Chiriac împușcate singur,ABUSE
$USER0336,0,"Bãã....terminați cu minciunile, cä vine ziua cãnd vã vom strãge de 00 şi de pãsãricã! Marşşş milogilor şi gunoaielor vãndute !",ABUSE
$USER2395,0,Putinul armament care il avem il trimit la ucraineni si.mai cheltuiesc si din fondul de rezerva gunoaiele care ne conduc.,ABUSE
$USER3124,0,"Unii sunteți atâta de inculți ce scrieți pe aici , sau sunteți pleava România !!!",ABUSE
$USER0010,0,"Voicu Maria, Nu mai există negociere cu acești porci criminali kazari askenazi.",ABUSE
$USER0377,0,Nuuuuuuuuu ooooooo vreeeeeeeem .. pleacă acasă în morții mati!!,ABUSE
$USER4156,1,"Ești un dobitoc ,gunoiule",ABUSE
$USER1292,2,Mars dreacu ca ne-ați furat tot și ați scumpit tot,ABUSE
$USER1874,0,Ești un jeg chiloțarule,ABUSE
$USER3165,0,"Personajde merda e ma-ta , idioato",ABUSE
$USER0414,0,Mizeriilor nenorocite ce sunteți..... Nemenicilor,ABUSE
$USER0397,2,"pune Romania pe harta? O sterge, viermi tradatori de neam!",ABUSE
$USER0707,0,Gabriel Iulian Hordila Sloboz trist,ABUSE
$USER0421,0,Hitler sa te ia dracii,ABUSE
$USER1155,3,La București sa scăpăm de gunoiele din parlament,ABUSE
$USER0638,0,"Dar de rachetele numite ,, SATAN ,, A-ti auzit ???",ABUSE
$USER2277,3,Nu înteleg cum de militarii se mai urca în toate vechiturile...romania este carpa europei,ABUSE
$USER1213,1,Psd nazist!!!!!,ABUSE
$USER2616,0,Sa se duca neamtul jegos de iohanis la razboi si căcatii bolnavi de la guvernare,ABUSE
$USER4068,0,JOS sataniști huligani interlopi din guvern!,ABUSE
$USER3886,0,Sclavii jandarmi sclaviii,ABUSE
$USER1731,0,DEMISIA CRIMINALILOR DIN GUERN MÎNCAIAR VIERMII SI CANCERUL DE VI.,ABUSE
$USER1435,0,"Am hotărât, ai block..! Ai fost măreț, dar cu asemenea j eg , nu mai avem ce sa ducutam",ABUSE
$USER0301,0,Mars fmmmm de globalista,ABUSE
$USER0289,2,Sa va fut trădătorilor,ABUSE
$USER2735,2,Marș bă lighioană târâtoare !!!!,ABUSE
$USER0397,0,"chireacccccccc, ar trebui sa sfarsesti la zid, judecat de urgenta.",ABUSE
$USER3522,0,Dute țigane și te spanzura,ABUSE
$USER0252,0,Da asta le trebuie limusinä ... haideti sâ ne câcäm pe noi k a venit Heris ... dute naibi de ziaristâ ce esti ....,ABUSE
$USER2369,0,Dute dracu teină cu propaganda,ABUSE
$USER0328,0,Maria Vasilovici pt ca sunt slugi,ABUSE
$USER0354,0,Vrem NEUTRALITATE Pe mine nu ma impresionează nici un om pe fața Pământului...Nu doresc ca ȚARA mea sa fie FOLOSITĂ...Lăsați România in pace DRACILOR FĂRĂ COARNE,ABUSE
$USER0707,0,Ghioc Gabriel Nicușor Troll userist jegos,ABUSE
$USER1509,0,Sntem o tara sclavi,ABUSE
$USER0381,4,TERHES NE-AM LAMURIT DE TINE SI TU ESTI O SLUGA OBEDIENTA CA CEI DE CARE RÎZI TU ACUM,ABUSE
$USER3237,1,Xute dracu mă de prost ești sluga la americani,ABUSE
$USER1592,0,Barancea Mariana Alexandr ești o eșuată Blok,ABUSE
$USER0126,0,A SSIT SI O SATANA...???,ABUSE
$USER0399,0,Ie un semnal că vreu sa ne omore și să ne bage în război sa vă trăsnească Dumnezeu pe toți homalai voștri de americani și satani,ABUSE
$USER3551,0,Deferiți justiției corupți PSD and PNL aceeași mizerie,ABUSE
$USER3524,0,Jos gunoaiele jos guvernu,ABUSE
$USER3385,0,Dar acesti nazisti? cand?,ABUSE
$USER4141,0,Doamne ajuta gunoaie de oameni cine ne conduce,ABUSE
$USER0203,2,Crețulescu ești penibila Vorbești că o mahalagioaica,ABUSE
$USER3919,0,Sclavilor … o sa va para rău ca ii pupați in cur pe guvernanți . Milițienii sunt cancerul țării,ABUSE
$USER1727,0,Oameni buni iesiti in strada dati Jos guvernul si neamtul ala imputit....iesiti in strada .....iesiti in strada....ca ne omoara copii astia viermii astia.,ABUSE
$USER0348,0,"Borhotul de Chiriac,ești un satanist nenorocit!",ABUSE
$USER1393,0,Toate panaramele propagandiste încep cu krimea dar nu spun de ce la lovit de ex b pe a ei zic ca b la lovit pe a în stomac dar nu zic ca a a scos dinții lui b .,ABUSE
$USER1617,0,Gunoaiele il tot provoaca pe Putin,ABUSE
$USER2046,0,Să sugi pula boss,ABUSE
$USER0419,2,Trasni-v-ar Dumnezeu sa va trasneaca de tradatori corupti. Mancatori de CACAT.,ABUSE
$USER3186,2,Analfabet esti tuuu! Avem dreptul la o opinie comunistule,ABUSE
$USER4134,0,FUTU TI GURA DE NEAMT ÎMPUȚIT!TU NE OMORI COPII NOȘTRI????,ABUSE
$USER3591,0,Iohanis retrage trupele criminale unde te trezesti jigodio lasa lumea sa protesteze,ABUSE
$USER0077,0,Terhesssssssssssssss!!!!!!!!!! Curvaaaaaaaa lui Azof nazistii!!!!!!!!!,ABUSE
$USER3833,0,Dați-le foc morti lor de criminali,ABUSE
$USER0151,0,"Ciuca, o sluga de ghiocel",ABUSE
$USER2924,0,Omicron este johani si delta Harafat arunca jigodile Criminali .,ABUSE
$USER2066,0,Ii vom da jos pe libidinosi,ABUSE
$USER2977,0,Virgil cu Catu ar trebui bagati in cotet in curu gol sa-i violeze un pic porcii,ABUSE
$USER0596,0,CIUCA O PANARAMA CU MOACA DE MILOG,ABUSE
$USER3990,0,SLUGILE NEPLĂTITE DAR NU PRICEP,ABUSE
$USER1630,0,O pitipoanca hotaraste suveranitatea Romaniei?de ce nu se face referendum pt asta?,ABUSE
$USER3694,0,Care stați în casă săi sugeți ciocanu lui Iohannis toată viața,ABUSE
$USER1865,2,Să îl ia dracul pe Zelenski.,ABUSE
$USER3274,0,Gata cu globalismu trebuie sa mergem cu fata spre dzeu...nu ne conduc oameni de a lui dzeu sunt bulangii pedofili travestiti...în occident!,ABUSE
$USER3383,0,POLITIA SI JANDARMERIA APARA HOTIAAA HUUUUUUUOOOOOOO SATANELOR CRIMINALIII,ABUSE
$USER1393,0,Cizmar ala a avut mai multa minte ca și toți papagalii la conducere România a avut oameni de valoare în conducerea României nu nepotisme curve pinioance .,ABUSE
$USER0537,2,"Bai Chiriac du-te draq și stai la pensie , nu te-ai saturat sa pupi in cur guvernul și președintele ?Mai du-te draq și spălate la gura globalistule",ABUSE
$USER1031,0,Cata vrajala aveti gunoaie sociale..,ABUSE
$USER0507,0,"WTF AGAIN AMERICANII NE FUT PE LA SPATE , MIE NU IMI PLACE ACELASI SCENARIU DE HOLLYWOOD",ABUSE
$USER3105,0,Și tu al patrulea sugi pula curva,ABUSE
$USER0893,0,"Nea ciutacule mai schimba frate invitați că depieleanu si de gelu vișan vomita lumea de scârba lor, sânt atotștiitori",ABUSE
$USER2394,0,Care armată muie NATO?!,ABUSE
$USER2553,0,Tu ești sclava lui labar din parlament,ABUSE
$USER1191,2,"Duceți va dracului cu subiectul vostru,de kakat ce sa mai aperi,sa vina generalii cu pensii speciale sa apere,",ABUSE
$USER1352,0,"Nu este doar Ursula, aia este o scalva a okultei care au pus in toate guvernele oamenii lor! Au cumparat oameni in cele mai sus-puse pozitii din guverne!",ABUSE
$USER0605,0,"Mihai Neamtu un bulangiu terorizat care traduce din engleză si are impresii dastea de Mahomed , ma mai date-n sloboz",ABUSE
$USER3830,0,JOS EOHANIS GUNOERUL NU ESTE ROMAN NU IUBESTE TARA NICI PE ROMANII FUGARITEL DIN ROMINIEA PE ACEST ESCROC SI HOT DOVEDIT CU ACTEEE,ABUSE
$USER2601,0,Ba Ciutacule ce javra penala ai ajuns,ABUSE
$USER0316,0,RTV - SCLAVI SI LINGAII CURULUI AMERICAN,ABUSE
$USER2058,0,Ma du-te an pula mea de unde sti tu cei acolo ai fost tu te uiti la televizor Ca Si noi nu mai vb tanpeni,ABUSE
$USER2414,0,"IOHANIS E UN GUNOI ......nui președinte, sa plece unde vede cu ochii . ....pana mai poate",ABUSE
$USER2911,0,Si un dement avortat ca tine,ABUSE
$USER3024,0,Ra-ți ai draku de cârtite putiniste!!,ABUSE
$USER1667,0,Măta și cu tine sunteți spălate pe creierul ăla infect. Sataniștilor. Hoooooooooooo globalistilor mizerabili.,ABUSE
$USER0869,0,"Numai homosexuali globaliștii-progrești Huăăă, ia-ți trotineta sorosistà și pleacă",ABUSE
$USER0263,0,E tare bună doamna hery. E buna la pat,ABUSE
$USER2667,0,Baii.datine.arme.in.mina.ca.va.ucidemm.criminalilor.bastarzi.nenorociti.,ABUSE
$USER1304,1,Te doare capu la ce lichele Sint la guvern,ABUSE
$USER2713,1,Interesul meu este să mergeți dracu cu tot parlamentul,ABUSE
$USER1094,0,Sa va dau la muie la amândoi,ABUSE
$USER3174,3,Dumy Dumy Cnst mars ii spui la mata!,ABUSE
$USER2644,0,Sa meargă mata la război nu noi romani sa meargă jahanes și tot parlamentul României sa vedem dacă merg eu nu merg nicaieri,ABUSE
$USER1197,0,Dute la culcare jegos împuțit o sa ți fut familia în gura,ABUSE
$USER3418,0,MARS CURVA RUSOFILA. SICTIR LA MUNCA. PARAZIT SI SKUGA PUTINISTA. ARESTAT SI ANGHETAT PT TRADARE DE NEAM SI TARA.,ABUSE
$USER3659,0,Poliția rusească și jandarmeria rusească este în România pustule morții în gură luptăm până la sânge Iași băgat un război futut vor rasa în gură,ABUSE
$USER1428,0,Corneliu Anton eșuați sunt cei care conduc România! Nu România!,ABUSE
$USER2398,0,Mi-e scarba de asa romani,ABUSE
$USER0354,0,"Asa vor proceda si cand va aparea Antihrist...chiar mai rău ... o sa ii linga picioarele, slugile nenorocite",ABUSE
$USER0745,0,Andrei-andrei Ionescu Are dreptate în tot ceea ce spune! Sunten niște viermi!,ABUSE
$USER0376,0,In mortiimati ucraina nu are presedinte?,ABUSE
$USER1019,0,SA VA DAU MUIE SI TIE SI LUI SOSOACA..DETALII IN PRIVAT LA DN TUTURICA,ABUSE
$USER2011,0,Impuscati=va amandoi și muista aia de reporterita habar nu are ce cauta acolo,ABUSE
$USER0859,0,Da foarte adevărat iei să se ducă Dracu să lupte la razboi este al lor nu este al nostru,ABUSE
$USER1975,0,Gunoiul de Iohanis sa mearga cu claca lui sa se lupte cu Ruşii.,ABUSE
$USER0236,0,Invitat securistul Diaconescu,ABUSE
$USER0444,0,Plecați naibii de aici javrelor si pupincuriștii!,ABUSE
$USER2842,2,"Ai dracu troli,da raport la comentarii..nu le place când le răspunzi.",ABUSE
$USER2950,0,Paul Dumitru muie,ABUSE
$USER0359,0,Jigodii sataniste,ABUSE
$USER0223,3,"Să meargă jandarmi la război,că știu să de-a cu spray, ei au inimă de draci in ei,că băteau și bătrâni",ABUSE
$USER2601,2,Ciutacu ai ajuns la fel ca Gadea! Javra!,ABUSE
$USER3175,0,luării pe acel gunoi ce morti lui vre sa o puna uniu popor român dările de o parte,ABUSE
$USER0986,0,"Doamne ferește să vedem o așa javră să fie la putere, Jigodia Câţu eu vin și-l distrug pe fraier........",ABUSE
$USER2419,0,Nu acept să hrănească sataniști cu sînge uman închideți porțile romîniei și mîna cărbuni păduri munca obligatoriu pentru Romania și fără clanuri mafiote,ABUSE
$USER1995,4,"Taci dracului de lătrau putinist .destabilizator și instigator .Idiotul care știe tot și în fond nimic .Ai găsiț-o pe Elodia ,bai știe tot .",ABUSE
$USER0419,0,"Sa nu apucati ziua de maine... Spurcacini ,tradatori... Mania lui Dumnezeu asupra VOASTRA. Trasni-v-ar Dumnezeu de corupti...tradatori.",ABUSE
$USER0333,0,A venit curva asta sa ne bage în război pisasar toată România pe ea,ABUSE
$USER0316,0,Du-te dracu de gloaba!!! Si americani tai rad de tine!!!!,ABUSE
$USER2793,0,Ai sa iti iei pule in cur de la rusi javra ordinara,ABUSE
$USER0467,3,"Du-te dreak,Chirieac!",ABUSE
$USER0589,0,"Esti un gunoi , nici ptr reciclare nu ai voloare",ABUSE
$USER3833,0,Joha iesi afara si vorbește cu oamenii jegule raportează ce traba are România cu razboiu,ABUSE
$USER3891,0,Cata nesimtire sa siba jigodia asta lumea zbiara si el da amenda om nenorocit,ABUSE
$USER0484,0,Afara gunoaiele!!,ABUSE
$USER0934,0,Mai du-te la dracu ca numa povești,ABUSE
$USER2263,0,"Taran prost ce esti, tu cu cine tii ma boratura cu neonazistii de ucrainieni? Piei dracului de pe ecrane",ABUSE
$USER0151,3,Ucraina e aparata de nazisti,ABUSE
$USER0428,0,Cat e zile sta curva AN Romania,ABUSE
$USER1404,0,Terheșeteapreciam acum ești varză teai date față oameni buni s-au văzut nu te mai urmăresc te blochez mai bine cu Ruși decât cu sataniști globaliști .,ABUSE
$USER0279,0,Am văzut semnalul dat de SUA şi NATO în magazine şi benzinării. Gunoaielor şi sclavi ai globaliştilor.,ABUSE
$USER2946,0,"Europa e o mizerie,ne dictează bătrâni acestea ce sa facem, dar în concluzie ne meritam soarta ,ca nu iesim în stradă cu totii.",ABUSE
$USER3175,0,"deblgati drumul gunoaielor, voi in ce țară trăiți alloo măruntele lui IOHANIS jadrmeri căni flămânzi",ABUSE
$USER2221,0,Numai vorbe nu faceți nimeni nimic sunteți niște gunoaie vă lăsați cumpărați că sa vă păstrați ciolanul și postul de lucru,ABUSE
$USER0012,0,Simion are profesie de ciorditor sef! Tiganiada este in trend!,ABUSE
$USER0684,0,"Nu România a imprumutat !!!!!! ,.jegurile de criminali financiari prin care grăbesc moartea populației!!!!",ABUSE
$USER0321,0,Jegurile de americani finanțau două laboratoare biologice în Ucraina iar pt asta tot Putin este de vină,ABUSE
$USER0846,0,"Poate da cel de sus ,să îl termine cancerul. Are cancer în fază terminală. De asta nu-l mai interesează că se moare pe capete",ABUSE
$USER0671,0,Sa îți iei masca Neamtule daca ieși afară cu familia mati,ABUSE
$USER1241,0,Ce visări aveți nebunilor .. duceți vă dracu voi la război handicapaților.,ABUSE
$USER0254,1,SICTIR SATANELOR,ABUSE
$USER2257,0,Iti explica Iosefina care e treaba cu nazistii din Ucraina cu documente,ABUSE
$USER2601,3,Ciutacu ai ajuns o javra care manipuleaza la fel ca toata presa de KKT,ABUSE
$USER0422,0,La putin nu mergi sa ai faci un oral sa sugi putin nucleară,ABUSE
$USER0066,0,Stefan Asavinei singurul communist tu esti,ABUSE
$USER2426,0,Hai sictir fa scarba,ABUSE
$USER0223,0,Este o curvă cu două fețe și Luis Lazarus Să apere cât nu mai poate,ABUSE
$USER0618,0,Dar neonazisti ucraineni citi copii rușii au murit din 2014 ști ma batate Dumnezeu de nebun,ABUSE
$USER3134,0,"George simion este un TRADATOR DE TARA NOASTRA,,,TOTI SUNTETI ORGANIZATI CRIMINALI S-I SHICOPATI DEBILI MINTALI si sclvai Ocultei Mondiale si Dusmani POPORULUI ROMAN",ABUSE
$USER0991,0,Cu Măciucă care are o burtă cât casa de fapt toți din Parlament au burtă cât casa Ce dracului să mai lupte jegurile astea,ABUSE
$USER4047,0,Are iohanis pe cine sa cheme în armata bagasar pula în masa,ABUSE
$USER3592,0,"Mergeți, duceți-vă dracului de stafilococi putinisti !!!",ABUSE
$USER3484,0,Jigodile jos astazi,ABUSE
$USER3860,0,Futuvă ruși în gît de jandarmii pulii,ABUSE
$USER0246,0,O să beliți voi p... Fără NATO dacă tot comentați aiurea,ABUSE
$USER1437,0,Acum urmeaza o alta prostie nu o alta pandemie...pandemia sunteti voi care va doriti pandemie ..huuuu.sa al ia dracu si pe Critian .....popa prostu,ABUSE
$USER0663,0,Să mori tu... ??!!!,ABUSE
$USER2185,0,Să-mi bag p...... A in nevasta lui arafat și în Carmen să le trag,ABUSE
$USER2616,2,Asta este opera sclavului jegos de iohanis un căcat de globalist un sclav umil in fața UE,ABUSE
$USER4130,0,Trădători împuțiți!,ABUSE
$USER3367,0,Denis Daniela Coman Perfecta dreptate aveți dar banii sunt în mana esuatilor si implicit România devine un stat eesuuaat.,ABUSE
$USER0283,1,Iar e schiflosita asta...mincinoșii astia..panica o băgați voi curvelor . . V as aresta pe toți...,ABUSE
$USER3776,0,George Simion ia-le te rog și familia in pula la toți jegosii de la putere,ABUSE
$USER0255,2,A venit sa i-o sugă lu iohanita,ABUSE
$USER0529,0,MI Duceți-vă naiba denemernicidute dracuști bn că suntem nenorociți pe viață,ABUSE
$USER1373,0,"NU de asta ii este frica, frica ca va castiga rusia, si trebuie sa faca propaganda USA, sa denigreze rusia . Sincer NU ma asteptam sa faca asa ceva ! curva cu 2 fete .",ABUSE
$USER2747,2,"Prost mai esti,jegule!",ABUSE
$USER0294,0,Globalista satanista,ABUSE
$USER3500,0,Sa te fut în gura de Iohanis prost trebuie taiat,ABUSE
$USER2294,0,"Totul este numai făcătură de rahat condusă de bastarzi ,niste nenorociți fără nicio urmă de umanism !",ABUSE
$USER1592,0,Dany Daniela un jeg de partid îmi pare rău ca l am votat dar am votat pt Diana ia sunat Diana sa iasă in str mâine la 12 și nu au rasp l a telf,ABUSE
$USER3698,0,Polițist jegos de ce nu oprești pe mafioții din guvern când merg la curve ???,ABUSE
$USER2781,0,Valentin Shelby Piei că nu e locul tău aici,ABUSE
$USER1046,0,Se recunosc granițele mă-tii,ABUSE
$USER1034,4,Sluga americanilor! Trepadus vandut! asta chiar crede ca toti romanii sunt idioti? Un marsav!,ABUSE
$USER2690,1,O lom si de la rusi.si de la americani ca sintem curve si presiediti tradatori de tara de la ceausiescu incoace ieu vin sa imi apar tara dar va inpusic si pe.premier si.pe.iohanis,ABUSE
$USER3976,0,Jos cu hoti criminali tradatori jos Iohanis si cu slugele lui,ABUSE
$USER1197,2,Generale la banii ăștia doar să-ți fut poate familia și copiii,ABUSE
$USER3879,0,Ami bag pula an guvern și an iohanis,ABUSE
$USER2568,0,Asta duce lipsă de mă.ciucă!,ABUSE
$USER3939,0,Răsturnați masina futui în gura de bulangii!! Ca ei nu țin cu poporul!! Ei protejează hoții,ABUSE
$USER1974,0,"Macar de data asta spuneți adevăr ,?sau tot de partea dracului sunteți?",ABUSE
$USER1707,0,sa iobag la @Sosoaca,ABUSE
$USER3923,0,"Jandarmeria rusine sa va fie , infiltrati jeguri cu briceaguri in mana? Politia si jandarmeria apara hotia!",ABUSE
$USER1467,4,Homosexualul Gheorghiță merge și el ( ea ) la război?,ABUSE
$USER3717,0,"Să-ți bag MUIA direct prin mască, de milițian vândut!",ABUSE
$USER3991,0,Pentru ce mă ați ieșit în stradă. Leprelor.,ABUSE
$USER0237,0,Bani pentru elicopter au gunoaiele,ABUSE
$USER3219,2,Dativa dracu cu televiziunea voastră cumpărată și manglitoare,ABUSE
$USER1770,0,Valentin Besleaga apară averea gunoaielor și stăpânilor lui. E un nenorocit de sclav care aștepta doza 8 de vaccin!,ABUSE
$USER2070,0,Si kiltscko ce sai faca la Putin sai faca o muie,ABUSE
