sender,no_reacts,text,label
$USER3757,0,Esti un mare prost,INSULT
$USER2704,0,Ziceați că nu sunt dictatori! Uite Imbecilul ăsta ce-i debiteză capul ! Marș măi general tâmpit!,INSULT
$USER4005,0,"Uitati-va la ei,la polițiști au mutre de criminali plătiți,sunt niste ,,gorile''ordinare",INSULT
$USER0288,0,Se lasa asteptat gusteru baa te bubuie covidiotii aici la noi in tara.,INSULT
$USER0519,0,"Demiterea, plavanului tradator, care ne va baga în război.",INSULT
$USER4190,0,Nu vor iesii ne fac doar prosti și cretini din pacate,INSULT
$USER3455,0,"Hai marș dacă nu i ți plac oamenii,du te unde este de tine",INSULT
$USER1588,0,"Abia acum spuneți adevărul ,da majoritatea românilor sunt proști",INSULT
$USER4003,0,George Simion hai sictir,INSULT
$USER2892,0,Esti proasta de puti ! Stai jos corijent-o ! Nota 2 !,INSULT
$USER2509,0,Asaa fost tottimpu prosti nu le poți arata,INSULT
$USER2359,0,"Buna seara domnule Lazarus.. La conducerea romaniei ar trebui un om destept ca dumneavoastra, nu ca prostii astia de la conducerea!",INSULT
$USER0139,0,"Avem romani minunati,si ne conduc analfabetii si hotii..!",INSULT
$USER0915,1,Ce au mai rămas în armata noastră? Niște basinosi?,INSULT
$USER3098,2,"Șoșoaca mama prostilor cu "" blutut """,INSULT
$USER2842,4,Mars purece pricăjit..,INSULT
$USER1459,0,Pe ei ii doare in cur de noi,INSULT
$USER0904,3,Mai puteți să respirați în acel studio?! Cu atâta porcii acolo mă gândesc că este foarte grava situația.,INSULT
$USER1207,0,"de ce toti vandutii si imbecilii romaniei conduc armata?i-am scris si lui gusa care il lauda pe imbecil ca este prost , mason si vandut ocultei mondiale.",INSULT
$USER0331,2,"Baaaa idioților, ne ajută sau a venit sa ne jumuleasca,, asta mai lipsea",INSULT
$USER2842,0,Popa știe că umbli dezgropat? Te caută foamea cu lanterna prin stomac.,INSULT
$USER2735,0,Ra Drosofila Schöne bă dar ești prost rău !!!!,INSULT
$USER3484,0,Nesimțiți de poliție jandarmi nu vede ? Cei an țara n-au copiii rude ? Peste ei trebuie să treceam,INSULT
$USER3160,0,"Bai da mult căcat mănâncă mass-media asta in general, ce război pentru ce se luptă? Bateți câmpii....",INSULT
$USER0551,3,Bunā seara! .....FORTA PUT1N ....Mā kk in mecla lui Z3l3nski!,INSULT
$USER1323,1,Măi analiști p...l tot cu manipularea ați rămas,INSULT
$USER0493,0,Chiriac taci rahatule mincinos,INSULT
$USER3303,0,"Proști, dar mulți.",INSULT
$USER0707,0,Romeo Manea Esti degeaba Tristule,INSULT
$USER0470,0,Doamne ce de deștepți proști,INSULT
$USER1012,0,Lauda in sind miruase a cacat,INSULT
$USER4293,0,Ciuca=pielea p#lii,INSULT
$USER2457,0,Așa-i romănu prost,INSULT
$USER0671,0,Mars la americani,INSULT
$USER0550,1,TOȚI HANDICAPAȚI LA GUVERNU ROMÂN SUNT,INSULT
$USER2892,0,"A inceput cu experimentul Milgram , au continuat cu Fereastra Overton si au ajuns la sindromul Stocolm !!! .......Asa se manifesta omul fara de Dumnezeu ! Victima proasta si imbecila !!!",INSULT
$USER4051,2,"Baaaaa, papagalilor de la butoane....e ziua afaraaaaa, băaaaaa",INSULT
$USER0536,0,Pentru prima data in istoria geometriei doua paralele sau întâlnit! Wow!,INSULT
$USER1457,0,"Aoooleu, ce prost și infumurat ești Lazarus! Du-te bre,miroase-i chiloții lui Cioaca și caut-o pe Elodia! Nici nu respiri când vorbește omul ăsta că ți-a luat maul!-",INSULT
$USER4341,0,Nenorocitu de maciuca,INSULT
$USER2632,0,"Ca de obicei, facem orce numai ce trebuie nu, zici caș handicapat, orce numa ce trebe nu, prosti cu gramada",INSULT
$USER3646,0,Avem mulți proști in tara noastră!!!!,INSULT
$USER2790,0,"Aruncati nenorociti astia Catu, IOHANIS prostii astia la cei mai tineti in parlament in casa poporului nu e a lor",INSULT
$USER3782,0,Războiul bate la usa si voi sunteti niste nenorociți fără empatie pt Ucraina !,INSULT
$USER0105,0,Ma cum dracu tot ii pupi in cur pe americani Terhes sunt mincinoși si tâlhari planetei,INSULT
$USER2946,0,"Dacă nu o sa iesim în stradă totii de peste tot ,o să fim ,ce i mai prosti din curtea școli.",INSULT
$USER0398,3,"Iohannis , tu sa mergi in 4 labe după tanti, și ciuca cu nasu' in curu tău",INSULT
$USER3287,0,HUUUUUUUOOOOOO NENOROCIȚI CRIMINALI DE POPOR ȘI ȚARĂ CARE SUNTEȚI.,INSULT
$USER0362,0,"Tare va mai interesează dr problemele romanilor,nemernicilor,va faliti pe banii săracilor,ce beneficii obțin romanii,ipocritilor,huuuoooooo",INSULT
$USER1046,0,Bulevardul Kiseleff boule,INSULT
$USER2201,2,Asta este pandemie de razboi sa urce preturile asta vor huligani,INSULT
$USER2152,0,Esti mi prost decit prosti.,INSULT
$USER2385,0,"Du-te mă, ratatule! Când erai cu Gușă în emisiune dădeai rateuri, dar cât de cât te-ai abținut, acum ai început să guiți! Tu vorbești de coloană vertebrală sănătoasă?",INSULT
$USER2107,0,S.p lui Putin postac prost iohanist,INSULT
$USER2564,3,sistemul ne vrea bolnavi..saraci si prosti,INSULT
$USER2883,0,Mulți dobitoci poarta masca în mașină personala singur,INSULT
$USER1295,2,"Dacă Putin nu făcea ce a făcut, voi media erați de acord cu călăi și stăteam în casa pana în 2024. Bravo lui Putin, are sânge în instalație și nu este pupator de dosuri.",INSULT
$USER1828,0,Adunatura de prosti ce sunteți,INSULT
$USER2348,0,Intram in urgentă Diana așa a intrat și Italia Ca este război nenorociții,INSULT
$USER2117,1,Ăștia de la românia tv cei mai mincinoși și pupincuriști ai PNL și PSD,INSULT
$USER3441,0,Nici unul ma pupincuriștii lor,INSULT
$USER3317,2,Cel mai mare hot este george manipuleaza lumea sa si atinga el scopul isi baga bani in buzunare proasta lumea care pune botu,INSULT
$USER0217,0,normal))) rade ca p in targ!,INSULT
$USER4101,0,Om prost feritiva,INSULT
$USER3616,0,Pe iei mincamiar cacatu,INSULT
$USER3270,0,Ba ce destepti siteti voy le stiti pe toate,INSULT
$USER0236,0,"Dobitocule,nu sunt comentarii pro ruse,dar nu te duce capul că nu ți-ai făcut ultima doză.",INSULT
$USER1495,0,Marș la culcare,INSULT
$USER4200,0,Niste hoti inputiti,INSULT
$USER2873,0,Medalia de prost,INSULT
$USER2519,2,"In loc sa iasa toti masiv in strada sa protesteze,s-au dus sa se inghesuie la cozi la benzinarii ! Neam se idioti !",INSULT
$USER2770,2,"Ești un căcat cu ochi,marș de aici",INSULT
$USER1577,0,Iesiti bai prostilor da bucuresteni in strada,INSULT
$USER1602,0,Bucurestenii !! Mai bine muriti pentru tara pentru pace pe timp de pace decat sa murim ca prosti pe timp de razboi,INSULT
$USER0052,3,Vai capu tau..ieși..,INSULT
$USER1322,0,Esti prost rău tu.msi crezut în covid,INSULT
$USER1587,0,"Clara Popescu din cate vad ești o hiena îngustă la cap,ești o hiena bolnavă și vaccinată",INSULT
$USER0695,0,"Măi,oameni buni,cretinii au copii sau i-au trimis deja în alte țări și de asta ii dor la partea dorsală cine o să moară.",INSULT
$USER3102,0,Ieși afară moimă du-te la antena 3,INSULT
$USER2251,0,Tu de când te știu un mâncător de căcat ai fost,INSULT
$USER1208,0,Doar legi idioate au dat de la revolutie pina acum,INSULT
$USER3462,0,O mana de dobitoci manipulati de propaganda ruseasca,INSULT
$USER3418,0,MARS LA MUNCA AGITATORI DE KKT. HANDRALAI DE STADION,INSULT
$USER3425,0,ÎNVAȚĂ SĂ SCRII INCULTO.,INSULT
$USER0044,0,"Giovanna Udrea nu cred ca se poate asa ceva,acele tv care sunt obligate mai bine sa inchida tv daca au coloana.Tata mafiota!",INSULT
$USER0475,0,Au interese pentru ambele tari idiotilor,INSULT
$USER3031,0,prostii Romaniei nu au ce cauta aici .............. afara ... aici sunt oamenii care vor sa auda chestii serioase si adevarate,INSULT
$USER1950,1,britisoii au fost atat de prosti de au esit din comunitate ???? nu bravo iesim din rahatul asta care nui bun doar praf pe tobe,INSULT
$USER2028,0,Ești obositor. Dacă nu îți convine live.ul marș de aici,INSULT
$USER3683,0,Jandarmeria politia plecati ma la razboi mercenari nenorociti,INSULT
$USER2483,1,"Fratilor: Romänia a pierdut Insula Serpilor:Dar mai are o insula Serpeasca,in Parlamentul Romäniei!!??,iar acolonu sint nu numai serpi sint si Cobre,Taipan,Vipere Gabun etc.",INSULT
$USER1547,0,Imaginativă dacă acești nenorociți ar fi avut bombe nucleare!,INSULT
$USER1781,0,"Dar tu ești primul în fruntea lor! Ieși de aici ofticatule, uită-te pe la Digi 24, Antena că acolo îți zic minciuni frumoase,plauzibile ptr pavilionul tău bleg!",INSULT
$USER3334,0,Mănânci cacat uitate afara și belești ochii! E ora16 este lumina afara.,INSULT
$USER2181,1,"Mă tu ești prost, ce tot bati din gura că nebunu!!",INSULT
$USER0137,0,Atunci cum de in italia over 50 trebuie sa se intepe obligatoriu mars Terhes,INSULT
$USER1131,0,Trebuie sa fi Prost sau tembel sa o votezi pe o nemernicia cum e chiovesii,INSULT
$USER0302,0,Mă sunteți nebuni sau proști,INSULT
$USER2066,0,Vinovat clar este Badeu și Zelenskii mina dreapta cu care se șterge moșu la cur.,INSULT
$USER1386,0,"Dl.Terhes , care e motivul pt care ii pupati in cur pe americani ? Nu au facut decat dezastru pe unde au intrat !",INSULT
$USER0749,0,Bai labagiule obosit.. Cine mâță te recomanda,INSULT
$USER2064,0,"Seful Luis, vorbeste putin si de arahat???",INSULT
$USER0188,0,Calin Georgescu cunoaste sistemul globalist Si stie cum sa indeparteze ghearele capuselor globaliste.,INSULT
$USER2867,0,Marș în ucraina ca dacă ne scăpăm de specimene ca voi nu i paguba,INSULT
$USER3944,0,"Jandarmi grupuri criminale , corupți , nenorociți",INSULT
$USER2417,0,Numai prosti la putere și proști,INSULT
$USER1715,0,"Doamne iarta-ma,dar multi prosti mai Sunteti!",INSULT
$USER0660,0,JOS LATRINELE TV.!,INSULT
$USER0798,3,Sa ma pisi pe nato,INSULT
$USER0011,3,Dle....Putoi....tot putoi ramai.....!!!!,INSULT
$USER0316,2,MARS LA MATA!!!!Ce cauti tu in Romania?!?! Ai primit un sut in cur si de la polonezi si de la moldoveni!!!!,INSULT
$USER2988,0,IA UITATI CE A SEMNAT PLAVANUL DE LA COTROCENI,INSULT
$USER2856,0,Liliana Batista Mars zi la mata și la tactu,INSULT
$USER3082,0,Marsh la kkt idioților voi ce plm vreți,INSULT
$USER2850,0,Pe voi ar trebui sa va vacineze de 10 ori pote va reveniti din prostie,INSULT
$USER1717,0,IESITI IN STRADA DRAGI BUCURESTENI CA NENOROCITII NE TRIMIT COPII LA RAZBOI,INSULT
$USER0803,1,Frashëri Justice Da-te-n kkt!,INSULT
$USER2108,2,Ia uite ce e aici o gramada de lingai a lui Lazarius,INSULT
$USER2909,0,"Barancea Mariana Alexandr daca esti proasta de mica ,cand esti mare doar te joci...",INSULT
$USER2973,0,"Prostu e chiar el,multi sunt meniti sa dispara",INSULT
$USER0481,0,Ce vreme de razboi tampitilor,INSULT
$USER3793,0,jos arahatul...și gașca lor care vrea cenzura și politie on-line.. vor legea martiala...jos cu trădătorii,INSULT
$USER2716,3,Eu nu am copii de dat in razboi sa se ducă Iohanis cu șobolanii lui,INSULT
$USER0523,0,Voi traiti intr-o lume paralela cu noi...niste lingái...,INSULT
$USER3236,1,Ati facut la bani cu grămadă de pe urma noastră a proștilor care se uita la voi cat puteti sa mințiți.,INSULT
$USER1712,3,JOS JOHANIS TRĂDĂTOR DEMISIA CRIMINAL NENOROCIT,INSULT
$USER2345,0,Uni sunt nebuni și ai noștri cei mai prosti,INSULT
$USER3761,0,Jandarmii și polițiștii sunt cainii cu botnita care apară hoții și penalii din guvern,INSULT
$USER0789,0,Ce fată de proasta are reportera asta.,INSULT
$USER4160,0,Români sunt proști înțelege..sunt puțini cu coi...in pantaloni,INSULT
$USER1637,1,Mai inteligentule ce cauți tu aici cu proști care își iubesc țara și poporul ! Marș pe pagina trădătorilor de țară și popor .,INSULT
$USER1394,0,Să nu-l mai înveți pe prostul de TERHEȘ,INSULT
$USER3084,0,Nu mai lătrați ne-am lămurit,INSULT
$USER0565,2,LA MULTI ANI PORCILOR DIN PARLAMENT,INSULT
$USER2813,3,Ciucă a facut școla de pupat în cur,INSULT
$USER0203,6,Huooooo ! Lingăilor !,INSULT
$USER1323,1,Marș proștilor ați rămas în urmă,INSULT
$USER0803,0,"Maria Urszenyi Du-te tu in armsta,ca nu o sa ne omoare copiii nostri pt niste nemernici care ne-au furst teritorii si ne-au oprimat comunitatea romana",INSULT
$USER1676,0,Stimata doamna Diana nu te teme cineva îi va veni de hac lui acest nemernic de Iohannis,INSULT
$USER0217,0,unde e arahat cu izoleta?))),INSULT
$USER3452,0,Marș jurnaliștilor!!,INSULT
$USER3932,0,"JOS HOTII DIN GUVERN SOBOLANII CARE NE MANANCA BANII,AIA DIN PARLAMENT ,CARE STAU LA CALDURICAAA",INSULT
$USER0528,0,rusine cacatilor,INSULT
$USER4116,0,Bravo foarte corect spui dar la proști nu le poți lămuri,INSULT
$USER1467,2,Ce tare în gură e imbecilul ăsta care se dă general,INSULT
$USER2219,0,Estimate in mareeree bou,INSULT
$USER1304,0,Prin ministru mai prost nu are toată planeta,INSULT
$USER0052,0,Stati in case fraierilor..ca pe voi va ia la ciuruit..nu pe noi....injuratio pe femeia asta ..care isi raceste gura degeaba....stati ..ca o sa aibe cine sa va planga..,INSULT
$USER3743,0,Ești un bou nocturn,INSULT
$USER2843,0,Esti tare în clanta! Și nu faci nimic dar ai salar de senatoare! Latră ca doar esti plătită!,INSULT
$USER0432,0,Toti sunt pupin curisti.,INSULT
$USER2687,2,OARE CE CRIAZA VEDETI IN TARA SI DE CE ATI REDUS STAGIUL MILITAR CHIAR SUNTETI INCOMPETENTI NU MAI MANIPULATI POPORUL RUSINE CADRELOR MAPN MINTITI CUN TUPEU IPOCRIT,INSULT
$USER1384,0,Bombardament la tapet! Nu e curtea lor si localitati si judete rase de pe pamant ! Mincati cacat,INSULT
$USER4056,0,Snt lingăi lui iuhanis pupat in cur de trădătorii țării,INSULT
$USER1394,4,Luis nu mai baga în live pe prostul de TERHEȘ,INSULT
$USER2296,2,"Esti un idiot,aurist,sosoc,vrei sa te afirmi cu prostimea tarii!,",INSULT
$USER0027,2,"MOLDOVENII SINT PARSIVI , VOR DOAR AJUTOARE NU UNIREA !",INSULT
$USER1490,0,"Buna seara domnul Lazarus, ne-au jupuiat si pielea de pe noi, de prosti ce suntem!",INSULT
$USER3517,0,Jos cu Nenorociți,INSULT
$USER0867,0,Bai ești un prost,INSULT
$USER0217,0,anunta numai minciu ni- vezi declaratiile dulapului si arahat - si prin spate ne executau cu amenzi,INSULT
$USER1386,2,"Zelensky e un prost , un papagal ! El si a omorat propriul popor !",INSULT
$USER4249,0,Mars tu crizato,INSULT
$USER1253,1,Nenorociti ce sunteti toti din parlament,INSULT
$USER1285,1,"Zelenski a izgonit populatia din tara cu razboiul iar profesorul analfabet Dancu cu frica de razboi ,dictatura militara foamete si frig!",INSULT
$USER1907,0,"Vai de mama lor de președinte nenorocit și acest PRIM-MINISTRU ,acești dușmani ai poporului trebuie linșați și la pușcărie cu ei .",INSULT
$USER0328,2,"Cine este “desteptul” asta de comentator???? Kamala, mars de unde ai venit. Nu te vrem",INSULT
$USER1306,1,"Fratilor au crescut preturile la tot ,,, handicatilor care ne conduc din vrăjeală",INSULT
$USER3674,0,Ai imbatranit urat si prost,INSULT
$USER2794,0,Trei rahați alterați!,INSULT
$USER1311,2,Dacă nați putut sa omorâți oameni cu vacinu au băgați an război nenorociților,INSULT
$USER2155,1,Ti-e fricä fraiere?,INSULT
$USER1615,0,As oprit Livul nenorociți ăștia,INSULT
$USER0693,0,S- a c..at Neamtu pe el cand l- a vazut pe Ionascu,INSULT
$USER0283,0,"Bai Lazarus ,dar taci asa fără sa-i spui lu boul asta ca occidentul ne a luat toate resursele....Hai Cezar spune-i prostului adevărul...",INSULT
$USER4245,2,Doamne asa inculti nu am avut nici.o dată la conducere ca ăștia !! Nu sunteți capabili să conduceți tara dați-vă demisia mă nenorociților !!,INSULT
$USER0194,0,Chiriac și Pieleanu PROȘTI PROPAGANDIȘTI Huooooooo Plecați dracu acasă,INSULT
$USER2634,3,De proşti ce sunt românii cu siguranță vor intra în război!,INSULT
$USER2687,1,DINCU AR REBUI SASI DEA DEMISIA SI SA TREACA IN CAZARMA LA SRI RUSINE DINCULE ESTI INCOMPETENT LA M APARARI,INSULT
$USER1615,0,"Baaaaa Nenorociților De la Palat , ieșit afară din Parlamentări",INSULT
$USER3154,0,Diana ci RECESAMINTIL ce vor dpbitociiiiiiiii ???,INSULT
$USER1006,0,"Ce mai latră ,că asta numai minciuni spune .",INSULT
$USER3064,0,"Trei gunoaie , pe sticlă!",INSULT
$USER2871,0,"Multe știi fata bine ca ai susținător un alt prost cu cit sunteti plătiți sa "" macaniti?",INSULT
$USER1016,0,Romini sa nu se bage ca murim toți ca prosti sintem singuri,INSULT
$USER0997,0,Nu poporul moldovenesc nu a dorit unirea!!! Idioții dd sus nu au dorit unirea!!!,INSULT
$USER0010,0,"Fă și tu la fel, papagalule !",INSULT
$USER1467,0,Cretinii ăștia cred că noi uităm cât și-au bătut joc de români în ultimii 2 ani de pandelie,INSULT
$USER0203,0,V- a făcut semn cu mâna ..... Proasta mai ești Ruse !,INSULT
$USER1182,1,"Ăștia au creat un TRIBUNAL în direct , hai sictirit CIUTACU",INSULT
$USER2453,1,Sunt muuulți proști,INSULT
$USER1326,0,Râdeți că niște Papagali,INSULT
$USER2564,0,ca sa trimita copii la moarte nu trebuie sa i mai instruiasca...niste nenorociti,INSULT
$USER1505,0,Petru cine vordesti ca prosti mai sinteti,INSULT
$USER2860,0,Denis Daniela Coman ai facultate di tot proasta ești … cine știe cum ai făcuto ca toți cei ce ii pupi in c…,INSULT
$USER2823,2,Iar tu ești un handicapat mintal.,INSULT
$USER0944,0,"DE CE ESTI PROST ,NU STI CE VORBESTI!",INSULT
$USER3464,0,Toti din televiziuni sunt porcii lui iohanis,INSULT
$USER0858,1,Afară din emisiune cu imbecilii! Gata! Au mâncat destul rahat în pandemie nenorociții! Chiar credeți prost poporul român! Lingăi proști de 2 lei!,INSULT
$USER2389,0,Sunt oameni proști și ăștia sunt cei mai periculoși mai ales dacă sunt învățați!,INSULT
$USER3157,2,Lupan Laura Simona o sa vezi ca o mana de oameni ca noi o sa salveze o mare de prosti ca ei.,INSULT
$USER2301,1,Sunt mulți Idioți în România-nu va supărați astai Adevărul!!!,INSULT
$USER0695,0,"Asta e,avem proști la ,,nivelii,, înalte.",INSULT
$USER0837,2,Mars actor grabit ca ai combinat lucruri sfasiitoare,INSULT
$USER3287,0,Afara cu acești oameni incopeteti și mafioți și criminali,INSULT
$USER0601,0,ASA ESTE PROSTUL PROST VA RAMANE ...,INSULT
$USER1762,2,Prietene ai sanse mari de tot sa mori prost dacă intrăm în război.,INSULT
$USER3037,0,"se bășeau prea mulți în grupul parlamentar, și dvs ați fost sacrificată . v-a dat afară nemernicii!",INSULT
$USER1388,0,Ori esti proasta ori esti troll .,INSULT
$USER0479,2,a venit cumva cu vize pt romani?....zi ba cocostarcule,INSULT
$USER1246,0,Ce va trebuie nemernicilor,INSULT
$USER3372,0,"CEA MAI PERVERSA NATIE E LA BUCURESTI ,SUNT NASCUT CRESCUT IN BUCURESTI,DAR O SPUN CU PARERE DE RAU.",INSULT
$USER0012,1,"O sa mergi cu mutu si cu sleahta lui de hoti, criminali si perversi!",INSULT
$USER3027,0,Chiar asa de proasta esti?,INSULT
$USER1394,2,Bă ce prost este TERHEȘ,INSULT
$USER2957,0,de pacalicii astia se vor descotorosi aia care ii finanteaza fiindca se stie ca sunt niste prosti si niste oameni de rahat.,INSULT
$USER0246,0,Comentați aiurea și dacă vine rusu peste voi vă căcați pe voi,INSULT
$USER3481,0,"Numai prostii te urmeaza, oligofreni fara neuroni",INSULT
$USER2747,0,Sa il pupi in cur pe Putin!,INSULT
$USER1545,0,Nu mai mîncați kk,INSULT
$USER4101,0,Esti prost sau te faci,INSULT
$USER2145,0,NE FURA LA ORICE NENOROCITII,INSULT
$USER3176,0,De la 1 aprilie ne vor băga restricții. Revine satanaed arahat.,INSULT
$USER2182,1,Toti care au bani fug din tara sau parametari au buncarul Facut de Ceusescu si itra acolo prosti pun mana pe arme,INSULT
$USER2842,0,Vai..a apărut și primul prost din an..,INSULT
$USER3967,0,Unda sta arahat?,INSULT
$USER1394,0,Te uiți cât ești de prost TERHEȘ,INSULT
$USER2444,0,Sunt proști prea proști,INSULT
$USER1158,0,"Dl avocat,Dancu este un bou globalist, pupincurist cu acte",INSULT
$USER2481,0,PROSTI SINT DECAND SAU NASCU ROMANUL CAND SE VA TREZI...E GREU!,INSULT
$USER0867,5,Băi proștilor Putin știe că poporul român nu vrea război cu el voi hoților vreți și poate trimite câțiva racheti să vă caute pe voi,INSULT
$USER3223,1,Nenorociți care ne comandă nouă viața....să ieșiți la război cu toții,INSULT
$USER0060,4,Stefan Asavinei mare dobitoc mai ești,INSULT
$USER0046,0,Prostii se uita la asta ca la un zeu si nu sunt decat niste criminali,INSULT
$USER0702,3,Pai nu ați vrut cu Europa booule,INSULT
$USER4201,0,"Marsi tu ca și tu ai vândut petrom, cine era cu Năstase",INSULT
$USER1169,3,Ce panicata-i vaca asta !,INSULT
$USER1183,0,Pai de asta au ridicat toate restricțiile ca sa poata sa recruteze prostimea mai bine huligan decit golan,INSULT
$USER1694,2,Mai bine fac pușcărie de cât sa merg in război sa mor pentru conducători puli,INSULT
$USER4011,0,Jos masca jarmarderie prostă ..,INSULT
$USER0885,0,"CINE, E TAMPITUL",INSULT
$USER4269,1,Vai de curu tau,INSULT
$USER2447,0,"Ăștia care luați""atitudine"" sunteți doar niste analfabeți funcționali..retarzi..in frunte cu dulapul umblător..Madame Diana Muioacă...",INSULT
$USER2195,0,Lazarus om bun care te am cunoscut nu te mai necaji pt niste prosti ca nu ti trece nimeni nici prin fata la cit este tu de destept,INSULT
$USER0671,0,Un ratat bine că a ieșit,INSULT
$USER3170,0,"Nu va e rusine. Sa acceptați acești nenorociți , rusofoni .",INSULT
$USER0543,0,Bogdan Chiriac prostu de la firf de la Romînia T V.,INSULT
$USER2253,1,Și ciini din România tre dați jos..,INSULT
$USER1587,1,"Stefan Dauto ,ești spălat pe creier,ce aperi și pe cine mai idiotule",INSULT
$USER3666,0,Mascați aia de rahat din ce bani sant plătiți oare,INSULT
$USER3905,0,"Jandarmi nenorociți ce sunteți ,oamenii acestea lupta pentru dreptate și de cate beneficiați și voi",INSULT
$USER0033,0,Milițianul handicapat și alte scursuri ! Sunt secrete militare care nu trebuie sa le cunoască toți incompetenții !,INSULT
$USER3800,0,...demni de laude putiniste...idioti... .,INSULT
$USER3327,0,Idioți sunteți voi Și toți prosti care cred în Propaganda voastră.,INSULT
$USER3403,0,"tot ce se vorbeste se realizeaza??? fraieri fara cap,se sinta imnul e ok dar tot aceeasi cacati bolnavi ramin..",INSULT
$USER3666,0,Proștilor ați stat în frig să luați motorina la 11 lei acum in loc sa ieșiți în stradă stânga la rand sa nu pierdeți uleiul disperaților de viață ce santeti,INSULT
$USER0046,2,Mars acasa kamila,INSULT
$USER0345,0,Puslamalele se pregatesc s-o-ntinda!,INSULT
$USER3321,2,Doamne ajuta să scăpăm de sistemul comunist. Jos mafia PNL PSD USR,INSULT
